EnsemblId,gene_name,biotype,logFC,FDR,AveExpr,P.value
ENSG00000175166,PSMD2,protein_coding,0.01762406,0.845089527,7.111670502,0.678100103
ENSG00000165591,FAAH2,protein_coding,-0.05610333,0.845180411,0.036424077,0.678252028
ENSG00000184786,DYNLT2,protein_coding,-0.058672948,0.845180411,1.944434316,0.678283886
ENSG00000147123,NDUFB11,protein_coding,0.027451633,0.845313185,4.639381673,0.678445879
ENSG00000107968,MAP3K8,protein_coding,-0.096177632,0.845418209,3.387984003,0.678613327
ENSG00000127947,PTPN12,protein_coding,-0.027592423,0.845418209,6.017710454,0.67864106
ENSG00000171497,PPID,protein_coding,-0.031264618,0.845450328,3.65002856,0.678858149
ENSG00000180304,OAZ2,protein_coding,0.014925385,0.845450328,6.210719626,0.678888629
ENSG00000183199,HSP90AB3P,processed_pseudogene,-0.049646889,0.845450328,1.500051426,0.678847509
ENSG00000277283,ENSG00000277283,lncRNA,0.035545934,0.845450328,2.750575707,0.678768082
ENSG00000245888,NSMCE1-DT,lncRNA,-0.067857143,0.845616549,0.069424583,0.67907756
ENSG00000077549,CAPZB,protein_coding,0.029308035,0.845864667,7.307527401,0.679485707
ENSG00000111300,NAA25,protein_coding,0.02020758,0.845864667,5.013758558,0.679433328
ENSG00000115307,AUP1,protein_coding,-0.017480463,0.845864667,5.38994998,0.67938509
ENSG00000130827,PLXNA3,protein_coding,0.047824044,0.845864667,5.239352046,0.679498709
ENSG00000070501,POLB,protein_coding,0.030881492,0.845892854,3.301782914,0.679576828
ENSG00000163157,TMOD4,protein_coding,-0.092385972,0.845909571,1.005455048,0.679645734
ENSG00000122862,SRGN,protein_coding,0.236760275,0.84627784,1.605403397,0.680130875
ENSG00000134265,NAPG,protein_coding,-0.023965104,0.84627784,6.295728635,0.680093199
ENSG00000184305,CCSER1,protein_coding,0.069464982,0.84627784,1.721567483,0.680163623
ENSG00000265273,PGDP1,processed_pseudogene,-0.069812938,0.84627784,0.080784014,0.680160739
ENSG00000129295,LRRC6,protein_coding,-0.042446396,0.846487426,2.288268686,0.680498614
ENSG00000143443,C1orf56,protein_coding,-0.024369279,0.846487426,3.480490172,0.680442652
ENSG00000254338,MAFA-AS1,lncRNA,-0.074846753,0.846487426,0.983297407,0.680478894
ENSG00000197594,ENPP1,protein_coding,0.048906963,0.846591444,3.068026582,0.680637757
ENSG00000270175,ENSG00000270175,lncRNA,0.047159385,0.846666967,0.7402291,0.680754001
ENSG00000259660,DNM1P47,transcribed_unprocessed_pseudogene,0.063870027,0.846967429,1.965491542,0.681051131
ENSG00000214413,BBIP1,protein_coding,-0.021950615,0.846987453,4.681965501,0.681178327
ENSG00000246792,ENSG00000246792,lncRNA,0.060159633,0.846987453,1.564909753,0.681148736
ENSG00000104714,ERICH1,protein_coding,0.060152615,0.847194883,4.081902037,0.681443184
ENSG00000205037,ENSG00000205037,lncRNA,0.105481659,0.847194883,4.02117567,0.681456272
ENSG00000104812,GYS1,protein_coding,0.02899412,0.847224391,5.599525626,0.681535571
ENSG00000099994,SUSD2,protein_coding,-0.106138982,0.847598787,4.163455603,0.681923041
ENSG00000116288,PARK7,protein_coding,0.029112544,0.847598787,6.557391382,0.681947923
ENSG00000205791,LOH12CR2,lncRNA,0.034029606,0.847637959,2.439453368,0.682035029
ENSG00000185619,PCGF3,protein_coding,0.032193663,0.84767523,6.179941828,0.682120611
ENSG00000124541,RRP36,protein_coding,0.018738728,0.847811631,4.56463959,0.682285973
ENSG00000072954,TMEM38A,protein_coding,-0.031480774,0.847895618,3.987841194,0.68240917
ENSG00000237004,ZNRF2P1,transcribed_processed_pseudogene,0.076383111,0.847910549,0.397663131,0.682476795
ENSG00000117360,PRPF3,protein_coding,0.026562315,0.847955594,5.645334872,0.68261155
ENSG00000198182,ZNF607,protein_coding,0.027606867,0.847955594,4.13376898,0.682624273
ENSG00000181638,ZFP41,protein_coding,0.026753527,0.848027601,5.118280959,0.682737856
ENSG00000148737,TCF7L2,protein_coding,-0.032807521,0.848363811,4.765298267,0.683119811
ENSG00000204536,CCHCR1,protein_coding,0.02920712,0.848363811,4.789918862,0.683086933
ENSG00000154556,SORBS2,protein_coding,-0.047493741,0.848382513,6.54685489,0.683246148
ENSG00000204889,KRT40,protein_coding,0.188224075,0.848382513,4.082507526,0.683194914
ENSG00000126705,AHDC1,protein_coding,0.031362124,0.848388648,7.946275959,0.683306728
ENSG00000139921,TMX1,protein_coding,0.020815805,0.848507901,5.346434343,0.683481154
ENSG00000213638,ADAT3,protein_coding,0.036269633,0.848507901,1.188606706,0.683514071
ENSG00000259959,ENSG00000259959,lncRNA,-0.032751689,0.848758677,2.16522419,0.683771747
ENSG00000108960,MMD,protein_coding,0.03576478,0.84883399,5.569312527,0.683943757
ENSG00000204438,GPANK1,protein_coding,-0.025212091,0.84883399,4.391364728,0.683928597
ENSG00000102786,INTS6,protein_coding,0.027274218,0.848843151,5.494060267,0.684006807
ENSG00000274265,ENSG00000274265,lncRNA,-0.088617779,0.848964769,2.120975818,0.684160485
ENSG00000158220,ESYT3,protein_coding,-0.099204,0.848981852,1.939143116,0.68422993
ENSG00000100485,SOS2,protein_coding,-0.01322191,0.849066477,6.340414029,0.684408433
ENSG00000136867,SLC31A2,protein_coding,-0.053761032,0.849066477,5.024547356,0.684452096
ENSG00000145604,SKP2,protein_coding,-0.04324769,0.849066477,3.808909439,0.684465185
ENSG00000172361,CFAP53,protein_coding,-0.045449258,0.849304194,0.588074925,0.684712517
ENSG00000173465,ZNRD2,protein_coding,0.032033852,0.84945705,2.86550554,0.68489146
ENSG00000128683,GAD1,protein_coding,0.042363533,0.849683033,5.436978398,0.685240835
ENSG00000197943,PLCG2,protein_coding,-0.112520889,0.849683033,0.450799984,0.685215339
ENSG00000278897,ENSG00000278897,TEC,-0.064043635,0.849683033,1.712433904,0.685166515
ENSG00000134375,TIMM17A,protein_coding,-0.025130944,0.849697848,4.760343038,0.685410266
ENSG00000141380,SS18,protein_coding,0.015116751,0.849697848,6.694400071,0.685334601
ENSG00000185267,CDNF,protein_coding,0.040346817,0.849697848,2.521488719,0.685419959
ENSG00000168826,ZBTB49,protein_coding,0.031254601,0.849852208,2.501119978,0.68560021
ENSG00000157064,NMNAT2,protein_coding,0.157106636,0.849950496,2.783025757,0.685790986
ENSG00000189143,CLDN4,protein_coding,0.088878797,0.849950496,2.254466552,0.685763577
ENSG00000123146,ADGRE5,protein_coding,0.084480363,0.850064487,3.258509238,0.68593871
ENSG00000088325,TPX2,protein_coding,0.04877137,0.850142842,0.751136595,0.686257089
ENSG00000105402,NAPA,protein_coding,-0.017149165,0.850142842,7.066436276,0.686231163
ENSG00000156711,MAPK13,protein_coding,-0.102018056,0.850142842,0.590425652,0.686279234
ENSG00000167807,ENSG00000167807,protein_coding,0.045989168,0.850142842,0.305821955,0.686280708
ENSG00000243107,ENSG00000243107,lncRNA,0.070238028,0.850142842,0.607493294,0.686234361
ENSG00000277734,TRAC,TR_C_gene,0.126775162,0.850186759,1.235337668,0.686371918
ENSG00000100902,PSMA6,protein_coding,0.026395667,0.850253044,5.536682392,0.686927286
ENSG00000103047,TANGO6,protein_coding,-0.025380438,0.850253044,3.681822962,0.686589676
ENSG00000107959,PITRM1,protein_coding,0.02176096,0.850253044,5.957748924,0.68691219
ENSG00000118369,USP35,protein_coding,0.03138605,0.850253044,3.546815184,0.686765538
ENSG00000137871,ZNF280D,protein_coding,-0.020767345,0.850253044,5.768016017,0.68669043
ENSG00000182621,PLCB1,protein_coding,-0.117050813,0.850253044,2.876743121,0.686739917
ENSG00000251201,TMED7-TICAM2,protein_coding,0.112610382,0.850253044,2.380781307,0.686762028
ENSG00000260261,ENSG00000260261,transcribed_unprocessed_pseudogene,0.058811587,0.850253044,3.037927563,0.686876919
ENSG00000267683,ENSG00000267683,lncRNA,0.075938284,0.850253044,1.289943459,0.686810338
ENSG00000004961,HCCS,protein_coding,-0.02073116,0.850328098,4.682016152,0.687072422
ENSG00000130414,NDUFA10,protein_coding,-0.016874115,0.850328098,6.670922598,0.687099455
ENSG00000155189,AGPAT5,protein_coding,-0.028318818,0.850668115,4.742246776,0.687429991
ENSG00000111877,MCM9,protein_coding,0.023403472,0.850877354,3.987036168,0.687710684
ENSG00000185950,IRS2,protein_coding,-0.043138013,0.850877354,7.367162744,0.687693139
ENSG00000171817,ZNF540,protein_coding,0.03480914,0.85090994,2.701177291,0.687792826
ENSG00000214401,KANSL1-AS1,lncRNA,0.093048614,0.850986985,1.283452951,0.687910911
ENSG00000179240,GVQW3,protein_coding,0.041015623,0.851109204,2.744388254,0.688065527
ENSG00000065883,CDK13,protein_coding,-0.015800549,0.851225877,6.479715191,0.688215675
ENSG00000055917,PUM2,protein_coding,-0.014622391,0.85148252,7.852102724,0.688479013
ENSG00000233895,NA,NA,0.053702188,0.851551039,0.461892708,0.688590261
ENSG00000183549,ACSM5,protein_coding,-0.104259182,0.851610239,2.077232042,0.688693983
ENSG00000174177,CTU2,protein_coding,0.022297892,0.85170831,2.744515686,0.68882915
ENSG00000008853,RHOBTB2,protein_coding,0.086196805,0.85175059,7.331636953,0.689366083
ENSG00000013392,RWDD2A,protein_coding,0.032283124,0.85175059,2.759843142,0.689153153
ENSG00000141425,RPRD1A,protein_coding,-0.015189797,0.85175059,6.722554232,0.689324425
ENSG00000143889,HNRNPLL,protein_coding,-0.020462692,0.85175059,5.98517355,0.689051269
ENSG00000162599,NFIA,protein_coding,0.022489439,0.85175059,6.46096131,0.68923991
ENSG00000166197,NOLC1,protein_coding,-0.024890704,0.85175059,6.012876369,0.689152132
ENSG00000196388,INCA1,protein_coding,-0.034094684,0.85175059,1.342007976,0.689083186
ENSG00000269973,ENSG00000269973,lncRNA,0.027828605,0.85175059,2.68117594,0.688928713
ENSG00000278987,ENSG00000278987,TEC,-0.066612328,0.85175059,0.470882439,0.689289654
ENSG00000111445,RFC5,protein_coding,0.022702594,0.851846458,3.288461209,0.689501611
ENSG00000116221,MRPL37,protein_coding,-0.01692852,0.851846458,5.315457486,0.689619821
ENSG00000117625,RCOR3,protein_coding,-0.027959341,0.851846458,5.96174934,0.689667138
ENSG00000119688,ABCD4,protein_coding,0.030380782,0.851846458,4.939789358,0.689559103
ENSG00000010244,ZNF207,protein_coding,0.017525548,0.851866537,7.269753112,0.689753976
ENSG00000167695,TLCD3A,protein_coding,-0.047111728,0.851866537,2.93178605,0.689795129
ENSG00000006007,GDE1,protein_coding,0.019907919,0.851887928,5.997915693,0.689924188
ENSG00000173418,NAA20,protein_coding,0.025481035,0.851887928,5.07143227,0.689879874
ENSG00000106344,RBM28,protein_coding,0.032327542,0.851908179,6.546561705,0.690081868
ENSG00000113597,TRAPPC13,protein_coding,-0.021433475,0.851908179,4.145744188,0.69016407
ENSG00000135862,LAMC1,protein_coding,-0.045299197,0.851908179,6.788613534,0.690097301
ENSG00000141971,MVB12A,protein_coding,-0.020727743,0.851908179,4.238065313,0.690117101
ENSG00000159899,NPR2,protein_coding,0.033037076,0.851912862,4.855313566,0.690223734
ENSG00000102078,SLC25A14,protein_coding,0.023723285,0.851966738,2.435892989,0.690379133
ENSG00000133103,COG6,protein_coding,0.023649218,0.851966738,5.251404554,0.690351955
ENSG00000247679,ENSG00000247679,lncRNA,0.034625978,0.852207214,1.526443677,0.690629889
ENSG00000174953,DHX36,protein_coding,-0.016823788,0.85240771,6.275440866,0.690904177
ENSG00000205517,RGL3,protein_coding,0.067177541,0.85240771,4.300219081,0.690904082
ENSG00000095321,CRAT,protein_coding,0.01901493,0.852430876,5.696752249,0.690992264
ENSG00000108924,HLF,protein_coding,-0.040953898,0.852430876,8.444653254,0.691065058
ENSG00000244462,RBM12,protein_coding,0.021743203,0.852430876,6.413963594,0.691090667
ENSG00000115963,RND3,protein_coding,0.062343717,0.852573827,7.077503882,0.691500271
ENSG00000128789,PSMG2,protein_coding,0.016117344,0.852573827,4.291260638,0.691453532
ENSG00000140022,STON2,protein_coding,0.026730398,0.852573827,7.454779092,0.691520314
ENSG00000182230,FAM153B,protein_coding,0.167876856,0.852573827,2.190768647,0.691433238
ENSG00000182841,RRP7BP,transcribed_unprocessed_pseudogene,-0.043895579,0.852573827,3.756081029,0.691554304
ENSG00000198832,SELENOM,protein_coding,0.040502511,0.852573827,6.029648635,0.691424081
ENSG00000272505,ENSG00000272505,lncRNA,-0.071164602,0.852573827,1.318447061,0.691597958
ENSG00000278963,ENSG00000278963,TEC,-0.064195277,0.852815858,1.047429987,0.691850221
ENSG00000182518,FAM104B,protein_coding,0.027495703,0.852897872,3.194986569,0.69197269
ENSG00000156697,UTP14A,protein_coding,0.044611427,0.85290658,2.378602733,0.692360373
ENSG00000164300,SERINC5,protein_coding,-0.047461983,0.85290658,5.683897881,0.692239052
ENSG00000169682,SPNS1,protein_coding,-0.026257114,0.85290658,4.434546159,0.692210205
ENSG00000183439,TRIM61,protein_coding,0.091896506,0.85290658,0.933494966,0.692341204
ENSG00000220804,LINC01881,transcribed_unprocessed_pseudogene,0.050215166,0.85290658,2.276207353,0.692371304
ENSG00000244342,LINC00698,lncRNA,-0.076033496,0.85290658,1.389947676,0.692180588
ENSG00000260565,ERVK13-1,lncRNA,-0.04494662,0.85290658,5.203545528,0.692164348
ENSG00000135299,ANKRD6,protein_coding,0.032848387,0.853460252,3.986251653,0.692876735
ENSG00000090006,LTBP4,protein_coding,-0.051069629,0.853655611,6.013496354,0.693091321
ENSG00000148700,ADD3,protein_coding,0.033350627,0.853747089,5.414039973,0.693277575
ENSG00000160710,ADAR,protein_coding,0.019066376,0.853747089,8.302424625,0.693268631
ENSG00000153904,DDAH1,protein_coding,0.031532435,0.853754843,8.547430268,0.693339863
ENSG00000162927,PUS10,protein_coding,-0.029556478,0.853913618,3.040181288,0.693524806
ENSG00000081842,PCDHA6,protein_coding,0.0653951,0.853934838,2.057447049,0.693654047
ENSG00000270011,ZNF559-ZNF177,protein_coding,0.065084127,0.853934838,1.690103294,0.693601749
ENSG00000261187,ENSG00000261187,lncRNA,0.047441083,0.85417279,0.860610702,0.693903354
ENSG00000100360,IFT27,protein_coding,0.030173522,0.854181476,5.439964459,0.69396643
ENSG00000237877,LINC01473,lncRNA,-0.067515905,0.854263912,0.90618914,0.694089429
ENSG00000011566,MAP4K3,protein_coding,0.034382885,0.85438957,7.212902683,0.694253693
ENSG00000178127,NDUFV2,protein_coding,0.024118335,0.85438957,5.784545526,0.694303591
ENSG00000276509,ENSG00000276509,lncRNA,-0.067067844,0.854414465,0.519174264,0.694379857
ENSG00000143409,MINDY1,protein_coding,-0.02797901,0.854748006,6.751024622,0.694706981
ENSG00000085978,ATG16L1,protein_coding,0.046886453,0.855049639,4.234786591,0.695229141
ENSG00000104043,ATP8B4,protein_coding,-0.050764616,0.855049639,6.420219361,0.69554977
ENSG00000104691,UBXN8,protein_coding,0.034001226,0.855049639,2.562459128,0.695069493
ENSG00000112763,BTN2A1,protein_coding,0.025907348,0.855049639,4.321676517,0.695548768
ENSG00000120254,MTHFD1L,protein_coding,0.038251264,0.855049639,5.852851305,0.695023485
ENSG00000127022,CANX,protein_coding,0.024769403,0.855049639,9.593245169,0.695675492
ENSG00000138073,PREB,protein_coding,0.018450117,0.855049639,5.166592734,0.695634052
ENSG00000144749,LRIG1,protein_coding,-0.041989812,0.855049639,8.910937352,0.69545284
ENSG00000149970,CNKSR2,protein_coding,-0.074477806,0.855049639,3.064030054,0.695312234
ENSG00000180660,MAB21L1,protein_coding,-0.06133612,0.855049639,7.401601942,0.695575772
ENSG00000198865,CCDC152,protein_coding,0.045841648,0.855049639,2.543599797,0.695681127
ENSG00000267519,MIR23AHG,lncRNA,0.054204785,0.855049639,3.074842593,0.695492771
ENSG00000278879,ENSG00000278879,TEC,0.062260416,0.855049639,1.386336901,0.695508368
ENSG00000260388,LINC00562,lncRNA,-0.059906084,0.855136214,0.190978874,0.695807648
ENSG00000069702,TGFBR3,protein_coding,0.076019638,0.855308303,6.051467611,0.696070027
ENSG00000136895,GARNL3,protein_coding,-0.034574421,0.855308303,2.87588253,0.696190239
ENSG00000155545,MIER3,protein_coding,-0.019417362,0.855308303,5.223129133,0.696029876
ENSG00000181472,ZBTB2,protein_coding,-0.034252113,0.855308303,4.195309332,0.696124979
ENSG00000185608,MRPL40,protein_coding,-0.022318706,0.855308303,4.853533235,0.696228139
ENSG00000121542,SEC22A,protein_coding,-0.014165743,0.85540277,3.976140506,0.696473334
ENSG00000133114,GPALPP1,protein_coding,0.015452924,0.85540277,5.135942873,0.696422172
ENSG00000280123,NA,NA,-0.060471307,0.85540277,2.572165134,0.696406949
ENSG00000056972,TRAF3IP2,protein_coding,0.023596985,0.855472146,4.919073048,0.696754235
ENSG00000128203,ASPHD2,protein_coding,-0.043467123,0.855472146,2.825494688,0.696705425
ENSG00000146776,ATXN7L1,protein_coding,0.02838465,0.855472146,3.281068535,0.696624788
ENSG00000237440,ZNF737,protein_coding,0.027108747,0.855472146,4.347621069,0.696729782
ENSG00000189190,ZNF600,protein_coding,0.022262345,0.855496254,2.896978874,0.696829976
ENSG00000177084,POLE,protein_coding,0.032913326,0.855750482,5.356024256,0.697093176
ENSG00000188092,GPR89B,protein_coding,-0.031918279,0.855873977,4.345282242,0.697249904
ENSG00000163875,MEAF6,protein_coding,0.016471572,0.855896789,5.618197371,0.697380752
ENSG00000171984,SHLD1,protein_coding,0.034392834,0.855896789,2.190447577,0.69735838
ENSG00000019995,ZRANB1,protein_coding,-0.021036312,0.855939338,6.667154083,0.697512151
ENSG00000101247,NDUFAF5,protein_coding,-0.031542813,0.855939338,3.314520516,0.69752769
ENSG00000004059,ARF5,protein_coding,-0.017677551,0.85616952,6.256648776,0.697771421
ENSG00000019144,PHLDB1,protein_coding,0.028639468,0.856242078,7.904279515,0.697999018
ENSG00000133872,SARAF,protein_coding,0.020160412,0.856242078,7.562171935,0.697965263
ENSG00000136044,APPL2,protein_coding,-0.019601117,0.856242078,5.512610171,0.697912465
ENSG00000173226,IQCB1,protein_coding,-0.026136543,0.856473495,4.545805597,0.698243837
ENSG00000112218,GPR63,protein_coding,0.090636161,0.856735582,4.954236853,0.698586235
ENSG00000140326,CDAN1,protein_coding,-0.017350814,0.856735582,4.271431527,0.69857259
ENSG00000149054,ZNF215,protein_coding,-0.075295564,0.856735582,0.313039981,0.698682251
ENSG00000273432,ENSG00000273432,lncRNA,0.07135983,0.856735582,0.111135065,0.698626256
ENSG00000245910,SNHG6,lncRNA,0.040862775,0.856844318,2.650379551,0.698827121
ENSG00000160606,TLCD1,protein_coding,0.055726973,0.857007191,0.789969728,0.699016162
ENSG00000064419,TNPO3,protein_coding,-0.014989504,0.857255194,5.882807822,0.699344981
ENSG00000112473,SLC39A7,protein_coding,0.019765999,0.857255194,5.779401021,0.699456397
ENSG00000133773,CCDC59,protein_coding,-0.02195525,0.857255194,3.723548859,0.699596556
ENSG00000136783,NIPSNAP3A,protein_coding,-0.030183187,0.857255194,5.109812395,0.699327837
ENSG00000162738,VANGL2,protein_coding,-0.036210723,0.857255194,5.271491214,0.699611991
ENSG00000196482,ESRRG,protein_coding,0.039884691,0.857255194,4.607644964,0.699552246
ENSG00000225648,SBDSP1,transcribed_unprocessed_pseudogene,-0.038897454,0.857255194,4.475232833,0.699499306
ENSG00000100883,SRP54,protein_coding,-0.018736107,0.857270929,5.777679671,0.699692488
ENSG00000272831,ENSG00000272831,lncRNA,-0.031473232,0.857270929,3.783884719,0.699737276
ENSG00000089723,OTUB2,protein_coding,0.065090647,0.857376506,0.234407782,0.699879681
ENSG00000232119,MCTS1,protein_coding,-0.021755211,0.8577596,3.753164433,0.700248655
ENSG00000143643,TTC13,protein_coding,-0.030788987,0.857768022,3.989921716,0.700311785
ENSG00000146576,C7orf26,protein_coding,0.014285529,0.857895723,4.201053753,0.700472308
ENSG00000101412,E2F1,protein_coding,-0.059266701,0.858543094,0.880264572,0.701164835
